% Version 1.00
%
%freq[Hz];db:Trc1_S21;ang:Trc1_S21;
4.000000000000000E+009,-2.213576302852313E+001,-1.432519780876908E+002,
4.003910068426198E+009,-2.206206294242361E+001,-1.584745188334241E+002,
4.007820136852395E+009,-2.190696687118533E+001,-1.737734242869855E+002,
4.011730205278593E+009,-2.163565197518300E+001,1.691054976563160E+002,
4.015640273704790E+009,-2.145276185984636E+001,1.510145469231595E+002,
4.019550342130987E+009,-2.142978047807571E+001,1.333204032291628E+002,
4.023460410557185E+009,-2.136609521891925E+001,1.157035045335903E+002,
4.027370478983382E+009,-2.143832365626851E+001,9.797844473159515E+001,
4.031280547409580E+009,-2.154530024260191E+001,8.067611996406471E+001,
4.035190615835777E+009,-2.148129559693797E+001,6.349531682293068E+001,
4.039100684261975E+009,-2.154241659949947E+001,4.672267511116751E+001,
4.043010752688172E+009,-2.158465225686000E+001,3.061592454990480E+001,
4.046920821114369E+009,-2.128922306823050E+001,1.337677377746439E+001,
4.050830889540567E+009,-2.122048713621469E+001,-4.680169809047593E+000,
4.054740957966765E+009,-2.126179791682498E+001,-2.230566104283564E+001,
4.058651026392962E+009,-2.120097503149745E+001,-4.032224413951118E+001,
4.062561094819160E+009,-2.125595672027779E+001,-5.793549904125302E+001,
4.066471163245357E+009,-2.122546233249575E+001,-7.563078702656433E+001,
4.070381231671554E+009,-2.123144447201734E+001,-9.499714780952144E+001,
4.074291300097752E+009,-2.154094297216756E+001,-1.129990424088883E+002,
4.078201368523949E+009,-2.171656522700141E+001,-1.306927174753096E+002,
4.082111436950147E+009,-2.208352086532348E+001,-1.469961546335324E+002,
4.086021505376344E+009,-2.222791208934595E+001,-1.628800358123889E+002,
4.089931573802542E+009,-2.227079257578345E+001,-1.794717064914298E+002,
4.093841642228739E+009,-2.240512210767405E+001,1.653583331172579E+002,
4.097751710654936E+009,-2.242397877889329E+001,1.495014051521606E+002,
4.101661779081134E+009,-2.217538097579676E+001,1.339826334819552E+002,
4.105571847507331E+009,-2.187388682718941E+001,1.176601819552863E+002,
4.109481915933529E+009,-2.175779925745698E+001,9.916085505863872E+001,
4.113391984359726E+009,-2.169755428093668E+001,8.201538521160155E+001,
4.117302052785924E+009,-2.143286906169319E+001,6.441483963444985E+001,
4.121212121212121E+009,-2.128993707525028E+001,4.498938001557543E+001,
4.125122189638319E+009,-2.151516870619656E+001,2.596173729156317E+001,
4.129032258064516E+009,-2.174669093975192E+001,8.143585918364773E+000,
4.132942326490714E+009,-2.185180146122739E+001,-9.016258556741366E+000,
4.136852394916911E+009,-2.213688130810084E+001,-2.638022936367545E+001,
4.140762463343109E+009,-2.240098664637602E+001,-4.263379504493376E+001,
4.144672531769306E+009,-2.250328186806494E+001,-5.641449984789275E+001,
4.148582600195503E+009,-2.208576211915593E+001,-7.184353214238803E+001,
4.152492668621701E+009,-2.177332216324205E+001,-9.038202228517426E+001,
4.156402737047898E+009,-2.151494261160620E+001,-1.091508037152264E+002,
4.160312805474096E+009,-2.165951771841269E+001,-1.274692412952695E+002,
4.164222873900293E+009,-2.175650341317034E+001,-1.464297662114815E+002,
4.168132942326491E+009,-2.198492947077267E+001,-1.641629466182170E+002,
4.172043010752688E+009,-2.214936592335079E+001,1.787513372706557E+002,
4.175953079178886E+009,-2.231705357540117E+001,1.624007605325808E+002,
4.179863147605083E+009,-2.240208772945513E+001,1.452492043674199E+002,
4.183773216031281E+009,-2.251445097717051E+001,1.294550981387819E+002,
4.187683284457478E+009,-2.258297505096902E+001,1.130292669589750E+002,
4.191593352883676E+009,-2.244011500287103E+001,9.705773579263814E+001,
4.195503421309873E+009,-2.243629304242447E+001,8.071929751493845E+001,
4.199413489736071E+009,-2.223825766709591E+001,6.401639376191928E+001,
4.203323558162268E+009,-2.223049877556358E+001,4.570230997866756E+001,
4.207233626588465E+009,-2.220962171228363E+001,2.831184377052106E+001,
4.211143695014663E+009,-2.238613685042336E+001,1.044692554088102E+001,
4.215053763440860E+009,-2.246068602478808E+001,-6.600832428069842E+000,
4.218963831867058E+009,-2.254561985817181E+001,-2.464426120703194E+001,
4.222873900293255E+009,-2.287408540213944E+001,-4.075122562801447E+001,
4.226783968719452E+009,-2.306272634359299E+001,-5.633939025009697E+001,
4.230694037145650E+009,-2.324217368365800E+001,-7.179706755052818E+001,
4.234604105571847E+009,-2.326456650004026E+001,-8.497084133126396E+001,
4.238514173998045E+009,-2.301477735199890E+001,-9.961111741372127E+001,
4.242424242424243E+009,-2.252286820934320E+001,-1.154092097593441E+002,
4.246334310850440E+009,-2.221250873170693E+001,-1.333696805239004E+002,
4.250244379276638E+009,-2.206807116642279E+001,-1.507458718943144E+002,
4.254154447702835E+009,-2.195885221529692E+001,-1.679229490624354E+002,
4.258064516129032E+009,-2.189866420122323E+001,1.743522026305673E+002,
4.261974584555230E+009,-2.194000859481804E+001,1.572263823445489E+002,
4.265884652981427E+009,-2.192798963231338E+001,1.407590056058428E+002,
4.269794721407625E+009,-2.191248668851543E+001,1.249751497635889E+002,
4.273704789833822E+009,-2.168472833477254E+001,1.095269373376821E+002,
4.277614858260019E+009,-2.143696039981378E+001,9.304304214703244E+001,
4.281524926686217E+009,-2.113766032326953E+001,7.562886244645436E+001,
4.285434995112414E+009,-2.096393556869922E+001,5.844698152807438E+001,
4.289345063538612E+009,-2.079790527360733E+001,4.237253540647452E+001,
4.293255131964809E+009,-2.052548216368393E+001,2.542715104114199E+001,
4.297165200391007E+009,-2.012908420790747E+001,8.061311609724513E+000,
4.301075268817205E+009,-1.967064682215867E+001,-1.027422498945835E+001,
4.304985337243402E+009,-1.941839682808198E+001,-3.003951536719600E+001,
4.308895405669600E+009,-1.936760223286492E+001,-4.911153870608707E+001,
4.312805474095797E+009,-1.933251754184347E+001,-6.798718656948979E+001,
4.316715542521994E+009,-1.945947960633281E+001,-8.600857348353198E+001,
4.320625610948192E+009,-1.947704546794328E+001,-1.031913324574152E+002,
4.324535679374389E+009,-1.935415975833903E+001,-1.203472881223459E+002,
4.328445747800587E+009,-1.914732282892782E+001,-1.382489814230950E+002,
4.332355816226784E+009,-1.901874914101018E+001,-1.561504041754233E+002,
4.336265884652982E+009,-1.880734137962493E+001,-1.743492777739491E+002,
4.340175953079179E+009,-1.876411598098190E+001,1.669136318213202E+002,
4.344086021505377E+009,-1.870770904776225E+001,1.483789597740834E+002,
4.347996089931574E+009,-1.874830650199887E+001,1.297050005737987E+002,
4.351906158357771E+009,-1.875390491774296E+001,1.119036556265854E+002,
4.355816226783969E+009,-1.869793779832637E+001,9.394630644768489E+001,
4.359726295210166E+009,-1.866074244153680E+001,7.534702781607221E+001,
